,Amount,RI (1 year),RI (3 year),EA Price
0,5,375.20938110586917,278.65938110586916,578.609381105869
1,6,339.27154797727536,223.41154797727538,578.609381105869
2,7,370.44,235.26999999999998,578.609381105869
