,Amount,RI (1 year),RI (3 year),EA Price
0,5,315.35158467767576,218.80158467767575,518.7515846776759
1,6,325.29402288,209.43402288,518.7515846776759
2,7,370.44,235.26999999999998,518.7515846776759
