DATE,ConsumedQuantity
2021-08-17,129.96668599999998
2021-08-18,129.96668599999998
2021-08-19,129.96668599999998
2021-08-20,129.96668599999998
2021-08-21,120.0
2021-08-22,120.0
2021-08-23,129.966706
2021-08-24,129.96668599999998
