DATE,ConsumedQuantity
2021-08-24,129.966686
2021-08-25,127.57271468307704
2021-08-26,129.72795273552381
2021-08-27,129.8888647065444
2021-08-28,124.134458749383
2021-08-29,123.77331844846397
2021-08-30,126.23561453263302
2021-08-31,129.9559885023177
