DATE,y,ConsumedQuantity
2021-08-17,129.966686,
2021-08-18,,127.29775944242229
2021-08-19,,128.3872284429615
2021-08-20,,127.55453431258492
2021-08-21,,121.19757374909926
2021-08-22,,119.91071652480912
2021-08-23,,121.43568488774724
2021-08-24,,124.3278688660857
