DATE,ConsumedQuantity
2021-08-10,130.966686
2021-08-11,135.73541007493228
2021-08-12,136.0539130988886
2021-08-13,134.15188978264268
2021-08-14,127.05483861044284
2021-08-15,124.75437247703447
2021-08-16,125.09934905466275
2021-08-17,126.8189742307437
