DATE,ConsumedQuantity
2021-08-24,129.96668599999998
2021-08-25,124.20935821533203
2021-08-26,127.03176879882812
2021-08-27,127.7542724609375
2021-08-28,121.52996826171875
2021-08-29,120.34015655517578
2021-08-30,123.27601623535156
2021-08-31,123.82150268554688
