DATE,ConsumedQuantity
2021-08-03,153.983353
2021-08-04,143.20767180665015
2021-08-05,143.51829781850137
2021-08-06,141.57714150319597
2021-08-07,134.5639933006426
2021-08-08,131.7749800742098
2021-08-09,131.28319242257047
2021-08-10,132.18813311116332
